Key,Id,Chinese (Simplified)(zh-CN),Chinese (Traditional)(zh-TW),English(en),Japanese (Japan)(ja-JP),Korean(ko),Thai(th),Vietnamese(vi)
503002Text,,窗边白笺毯子,窗边白笺毯子,窗边白笺毯子,窗边白笺毯子,窗边白笺毯子,窗边白笺毯子,窗边白笺毯子
503003Name,,青空信约毯子,青空信约毯子,青空信约毯子,青空信约毯子,青空信约毯子,青空信约毯子,青空信约毯子
503003Text,,青空信约毯子,青空信约毯子,青空信约毯子,青空信约毯子,青空信约毯子,青空信约毯子,青空信约毯子
503004Name,,樱花私语毯子,樱花私语毯子,樱花私语毯子,樱花私语毯子,樱花私语毯子,樱花私语毯子,樱花私语毯子
503004Text,,樱花私语毯子,樱花私语毯子,樱花私语毯子,樱花私语毯子,樱花私语毯子,樱花私语毯子,樱花私语毯子
503005Name,,星轨魔导毯子,星轨魔导毯子,星轨魔导毯子,星轨魔导毯子,星轨魔导毯子,星轨魔导毯子,星轨魔导毯子
503005Text,,星轨魔导毯子,星轨魔导毯子,星轨魔导毯子,星轨魔导毯子,星轨魔导毯子,星轨魔导毯子,星轨魔导毯子
503006Name,,雾境魔女毯子,雾境魔女毯子,雾境魔女毯子,雾境魔女毯子,雾境魔女毯子,雾境魔女毯子,雾境魔女毯子
503006Text,,雾境魔女毯子,雾境魔女毯子,雾境魔女毯子,雾境魔女毯子,雾境魔女毯子,雾境魔女毯子,雾境魔女毯子
503007Name,,月光咒印毯子,月光咒印毯子,月光咒印毯子,月光咒印毯子,月光咒印毯子,月光咒印毯子,月光咒印毯子
503007Text,,月光咒印毯子,月光咒印毯子,月光咒印毯子,月光咒印毯子,月光咒印毯子,月光咒印毯子,月光咒印毯子
503008Name,,冰晶灵使毯子,冰晶灵使毯子,冰晶灵使毯子,冰晶灵使毯子,冰晶灵使毯子,冰晶灵使毯子,冰晶灵使毯子
503008Text,,冰晶灵使毯子,冰晶灵使毯子,冰晶灵使毯子,冰晶灵使毯子,冰晶灵使毯子,冰晶灵使毯子,冰晶灵使毯子
503009Name,,云间神谕毯子,云间神谕毯子,云间神谕毯子,云间神谕毯子,云间神谕毯子,云间神谕毯子,云间神谕毯子
503009Text,,云间神谕毯子,云间神谕毯子,云间神谕毯子,云间神谕毯子,云间神谕毯子,云间神谕毯子,云间神谕毯子
503010Name,,课间碎光毯子,课间碎光毯子,课间碎光毯子,课间碎光毯子,课间碎光毯子,课间碎光毯子,课间碎光毯子
503010Text,,课间碎光毯子,课间碎光毯子,课间碎光毯子,课间碎光毯子,课间碎光毯子,课间碎光毯子,课间碎光毯子
503011Name,,校服晚风毯子,校服晚风毯子,校服晚风毯子,校服晚风毯子,校服晚风毯子,校服晚风毯子,校服晚风毯子
503011Text,,校服晚风毯子,校服晚风毯子,校服晚风毯子,校服晚风毯子,校服晚风毯子,校服晚风毯子,校服晚风毯子
503012Name,,操场落日毯子,操场落日毯子,操场落日毯子,操场落日毯子,操场落日毯子,操场落日毯子,操场落日毯子
503012Text,,操场落日毯子,操场落日毯子,操场落日毯子,操场落日毯子,操场落日毯子,操场落日毯子,操场落日毯子
503013Name,,图书馆秘思毯子,图书馆秘思毯子,图书馆秘思毯子,图书馆秘思毯子,图书馆秘思毯子,图书馆秘思毯子,图书馆秘思毯子
503013Text,,图书馆秘思毯子,图书馆秘思毯子,图书馆秘思毯子,图书馆秘思毯子,图书馆秘思毯子,图书馆秘思毯子,图书馆秘思毯子
503014Name,,天台告白毯子,天台告白毯子,天台告白毯子,天台告白毯子,天台告白毯子,天台告白毯子,天台告白毯子
503014Text,,天台告白毯子,天台告白毯子,天台告白毯子,天台告白毯子,天台告白毯子,天台告白毯子,天台告白毯子
503015Name,,月下青衫毯子,月下青衫毯子,月下青衫毯子,月下青衫毯子,月下青衫毯子,月下青衫毯子,月下青衫毯子
503015Text,,月下青衫毯子,月下青衫毯子,月下青衫毯子,月下青衫毯子,月下青衫毯子,月下青衫毯子,月下青衫毯子
503016Name,,桃枝执扇毯子,桃枝执扇毯子,桃枝执扇毯子,桃枝执扇毯子,桃枝执扇毯子,桃枝执扇毯子,桃枝执扇毯子
503016Text,,桃枝执扇毯子,桃枝执扇毯子,桃枝执扇毯子,桃枝执扇毯子,桃枝执扇毯子,桃枝执扇毯子,桃枝执扇毯子
503017Name,,山河辞赋毯子,山河辞赋毯子,山河辞赋毯子,山河辞赋毯子,山河辞赋毯子,山河辞赋毯子,山河辞赋毯子
503017Text,,山河辞赋毯子,山河辞赋毯子,山河辞赋毯子,山河辞赋毯子,山河辞赋毯子,山河辞赋毯子,山河辞赋毯子
503018Name,,云袖清欢毯子,云袖清欢毯子,云袖清欢毯子,云袖清欢毯子,云袖清欢毯子,云袖清欢毯子,云袖清欢毯子
503018Text,,云袖清欢毯子,云袖清欢毯子,云袖清欢毯子,云袖清欢毯子,云袖清欢毯子,云袖清欢毯子,云袖清欢毯子
503019Name,,灯影红笺毯子,灯影红笺毯子,灯影红笺毯子,灯影红笺毯子,灯影红笺毯子,灯影红笺毯子,灯影红笺毯子
503019Text,,灯影红笺毯子,灯影红笺毯子,灯影红笺毯子,灯影红笺毯子,灯影红笺毯子,灯影红笺毯子,灯影红笺毯子
503020Name,,霓虹战姬毯子,霓虹战姬毯子,霓虹战姬毯子,霓虹战姬毯子,霓虹战姬毯子,霓虹战姬毯子,霓虹战姬毯子
503020Text,,霓虹战姬毯子,霓虹战姬毯子,霓虹战姬毯子,霓虹战姬毯子,霓虹战姬毯子,霓虹战姬毯子,霓虹战姬毯子
503021Name,,深空巡卫毯子,深空巡卫毯子,深空巡卫毯子,深空巡卫毯子,深空巡卫毯子,深空巡卫毯子,深空巡卫毯子
503021Text,,深空巡卫毯子,深空巡卫毯子,深空巡卫毯子,深空巡卫毯子,深空巡卫毯子,深空巡卫毯子,深空巡卫毯子
503022Name,,机甲星旅毯子,机甲星旅毯子,机甲星旅毯子,机甲星旅毯子,机甲星旅毯子,机甲星旅毯子,机甲星旅毯子
503022Text,,机甲星旅毯子,机甲星旅毯子,机甲星旅毯子,机甲星旅毯子,机甲星旅毯子,机甲星旅毯子,机甲星旅毯子
503023Name,,雨夜刃影毯子,雨夜刃影毯子,雨夜刃影毯子,雨夜刃影毯子,雨夜刃影毯子,雨夜刃影毯子,雨夜刃影毯子
503023Text,,雨夜刃影毯子,雨夜刃影毯子,雨夜刃影毯子,雨夜刃影毯子,雨夜刃影毯子,雨夜刃影毯子,雨夜刃影毯子
503024Name,,虚空战歌毯子,虚空战歌毯子,虚空战歌毯子,虚空战歌毯子,虚空战歌毯子,虚空战歌毯子,虚空战歌毯子
503024Text,,虚空战歌毯子,虚空战歌毯子,虚空战歌毯子,虚空战歌毯子,虚空战歌毯子,虚空战歌毯子,虚空战歌毯子
503025Name,,猫屿午后毯子,猫屿午后毯子,猫屿午后毯子,猫屿午后毯子,猫屿午后毯子,猫屿午后毯子,猫屿午后毯子
503025Text,,猫屿午后毯子,猫屿午后毯子,猫屿午后毯子,猫屿午后毯子,猫屿午后毯子,猫屿午后毯子,猫屿午后毯子
503026Name,,雪落狐踪毯子,雪落狐踪毯子,雪落狐踪毯子,雪落狐踪毯子,雪落狐踪毯子,雪落狐踪毯子,雪落狐踪毯子
503026Text,,雪落狐踪毯子,雪落狐踪毯子,雪落狐踪毯子,雪落狐踪毯子,雪落狐踪毯子,雪落狐踪毯子,雪落狐踪毯子
503027Name,,深海人鱼毯子,深海人鱼毯子,深海人鱼毯子,深海人鱼毯子,深海人鱼毯子,深海人鱼毯子,深海人鱼毯子
503027Text,,深海人鱼毯子,深海人鱼毯子,深海人鱼毯子,深海人鱼毯子,深海人鱼毯子,深海人鱼毯子,深海人鱼毯子
503028Name,,林间萤火毯子,林间萤火毯子,林间萤火毯子,林间萤火毯子,林间萤火毯子,林间萤火毯子,林间萤火毯子
503028Text,,林间萤火毯子,林间萤火毯子,林间萤火毯子,林间萤火毯子,林间萤火毯子,林间萤火毯子,林间萤火毯子
503029Name,,浅海碎浪毯子,浅海碎浪毯子,浅海碎浪毯子,浅海碎浪毯子,浅海碎浪毯子,浅海碎浪毯子,浅海碎浪毯子
503029Text,,浅海碎浪毯子,浅海碎浪毯子,浅海碎浪毯子,浅海碎浪毯子,浅海碎浪毯子,浅海碎浪毯子,浅海碎浪毯子
504000Name,,星野休憩立牌,星野休憩立牌,星野休憩立牌,星野休憩立牌,星野休憩立牌,星野休憩立牌,星野休憩立牌
504000Text,,星野休憩立牌,星野休憩立牌,星野休憩立牌,星野休憩立牌,星野休憩立牌,星野休憩立牌,星野休憩立牌
504001Name,,晚风橘绘立牌,晚风橘绘立牌,晚风橘绘立牌,晚风橘绘立牌,晚风橘绘立牌,晚风橘绘立牌,晚风橘绘立牌
504001Text,,晚风橘绘立牌,晚风橘绘立牌,晚风橘绘立牌,晚风橘绘立牌,晚风橘绘立牌,晚风橘绘立牌,晚风橘绘立牌
504002Name,,窗边白笺立牌,窗边白笺立牌,窗边白笺立牌,窗边白笺立牌,窗边白笺立牌,窗边白笺立牌,窗边白笺立牌
504002Text,,窗边白笺立牌,窗边白笺立牌,窗边白笺立牌,窗边白笺立牌,窗边白笺立牌,窗边白笺立牌,窗边白笺立牌
504003Name,,青空信约立牌,青空信约立牌,青空信约立牌,青空信约立牌,青空信约立牌,青空信约立牌,青空信约立牌
504003Text,,青空信约立牌,青空信约立牌,青空信约立牌,青空信约立牌,青空信约立牌,青空信约立牌,青空信约立牌
504004Name,,樱花私语立牌,樱花私语立牌,樱花私语立牌,樱花私语立牌,樱花私语立牌,樱花私语立牌,樱花私语立牌
504004Text,,樱花私语立牌,樱花私语立牌,樱花私语立牌,樱花私语立牌,樱花私语立牌,樱花私语立牌,樱花私语立牌
504005Name,,星轨魔导立牌,星轨魔导立牌,星轨魔导立牌,星轨魔导立牌,星轨魔导立牌,星轨魔导立牌,星轨魔导立牌
504005Text,,星轨魔导立牌,星轨魔导立牌,星轨魔导立牌,星轨魔导立牌,星轨魔导立牌,星轨魔导立牌,星轨魔导立牌
504006Name,,雾境魔女立牌,雾境魔女立牌,雾境魔女立牌,雾境魔女立牌,雾境魔女立牌,雾境魔女立牌,雾境魔女立牌
504006Text,,雾境魔女立牌,雾境魔女立牌,雾境魔女立牌,雾境魔女立牌,雾境魔女立牌,雾境魔女立牌,雾境魔女立牌
504007Name,,月光咒印立牌,月光咒印立牌,月光咒印立牌,月光咒印立牌,月光咒印立牌,月光咒印立牌,月光咒印立牌
504007Text,,月光咒印立牌,月光咒印立牌,月光咒印立牌,月光咒印立牌,月光咒印立牌,月光咒印立牌,月光咒印立牌
504008Name,,冰晶灵使立牌,冰晶灵使立牌,冰晶灵使立牌,冰晶灵使立牌,冰晶灵使立牌,冰晶灵使立牌,冰晶灵使立牌
504008Text,,冰晶灵使立牌,冰晶灵使立牌,冰晶灵使立牌,冰晶灵使立牌,冰晶灵使立牌,冰晶灵使立牌,冰晶灵使立牌
504009Name,,云间神谕立牌,云间神谕立牌,云间神谕立牌,云间神谕立牌,云间神谕立牌,云间神谕立牌,云间神谕立牌
504009Text,,云间神谕立牌,云间神谕立牌,云间神谕立牌,云间神谕立牌,云间神谕立牌,云间神谕立牌,云间神谕立牌
504010Name,,课间碎光立牌,课间碎光立牌,课间碎光立牌,课间碎光立牌,课间碎光立牌,课间碎光立牌,课间碎光立牌
504010Text,,课间碎光立牌,课间碎光立牌,课间碎光立牌,课间碎光立牌,课间碎光立牌,课间碎光立牌,课间碎光立牌
504011Name,,校服晚风立牌,校服晚风立牌,校服晚风立牌,校服晚风立牌,校服晚风立牌,校服晚风立牌,校服晚风立牌
504011Text,,校服晚风立牌,校服晚风立牌,校服晚风立牌,校服晚风立牌,校服晚风立牌,校服晚风立牌,校服晚风立牌
504012Name,,操场落日立牌,操场落日立牌,操场落日立牌,操场落日立牌,操场落日立牌,操场落日立牌,操场落日立牌
504012Text,,操场落日立牌,操场落日立牌,操场落日立牌,操场落日立牌,操场落日立牌,操场落日立牌,操场落日立牌
504013Name,,图书馆秘思立牌,图书馆秘思立牌,图书馆秘思立牌,图书馆秘思立牌,图书馆秘思立牌,图书馆秘思立牌,图书馆秘思立牌
504013Text,,图书馆秘思立牌,图书馆秘思立牌,图书馆秘思立牌,图书馆秘思立牌,图书馆秘思立牌,图书馆秘思立牌,图书馆秘思立牌
504014Name,,天台告白立牌,天台告白立牌,天台告白立牌,天台告白立牌,天台告白立牌,天台告白立牌,天台告白立牌
504014Text,,天台告白立牌,天台告白立牌,天台告白立牌,天台告白立牌,天台告白立牌,天台告白立牌,天台告白立牌
504015Name,,月下青衫立牌,月下青衫立牌,月下青衫立牌,月下青衫立牌,月下青衫立牌,月下青衫立牌,月下青衫立牌
504015Text,,月下青衫立牌,月下青衫立牌,月下青衫立牌,月下青衫立牌,月下青衫立牌,月下青衫立牌,月下青衫立牌
504016Name,,桃枝执扇立牌,桃枝执扇立牌,桃枝执扇立牌,桃枝执扇立牌,桃枝执扇立牌,桃枝执扇立牌,桃枝执扇立牌
504016Text,,桃枝执扇立牌,桃枝执扇立牌,桃枝执扇立牌,桃枝执扇立牌,桃枝执扇立牌,桃枝执扇立牌,桃枝执扇立牌
504017Name,,山河辞赋立牌,山河辞赋立牌,山河辞赋立牌,山河辞赋立牌,山河辞赋立牌,山河辞赋立牌,山河辞赋立牌
504017Text,,山河辞赋立牌,山河辞赋立牌,山河辞赋立牌,山河辞赋立牌,山河辞赋立牌,山河辞赋立牌,山河辞赋立牌
504018Name,,云袖清欢立牌,云袖清欢立牌,云袖清欢立牌,云袖清欢立牌,云袖清欢立牌,云袖清欢立牌,云袖清欢立牌
504018Text,,云袖清欢立牌,云袖清欢立牌,云袖清欢立牌,云袖清欢立牌,云袖清欢立牌,云袖清欢立牌,云袖清欢立牌
504019Name,,灯影红笺立牌,灯影红笺立牌,灯影红笺立牌,灯影红笺立牌,灯影红笺立牌,灯影红笺立牌,灯影红笺立牌
504019Text,,灯影红笺立牌,灯影红笺立牌,灯影红笺立牌,灯影红笺立牌,灯影红笺立牌,灯影红笺立牌,灯影红笺立牌
504020Name,,霓虹战姬立牌,霓虹战姬立牌,霓虹战姬立牌,霓虹战姬立牌,霓虹战姬立牌,霓虹战姬立牌,霓虹战姬立牌
504020Text,,霓虹战姬立牌,霓虹战姬立牌,霓虹战姬立牌,霓虹战姬立牌,霓虹战姬立牌,霓虹战姬立牌,霓虹战姬立牌
504021Name,,深空巡卫立牌,深空巡卫立牌,深空巡卫立牌,深空巡卫立牌,深空巡卫立牌,深空巡卫立牌,深空巡卫立牌
504021Text,,深空巡卫立牌,深空巡卫立牌,深空巡卫立牌,深空巡卫立牌,深空巡卫立牌,深空巡卫立牌,深空巡卫立牌
504022Name,,机甲星旅立牌,机甲星旅立牌,机甲星旅立牌,机甲星旅立牌,机甲星旅立牌,机甲星旅立牌,机甲星旅立牌
504022Text,,机甲星旅立牌,机甲星旅立牌,机甲星旅立牌,机甲星旅立牌,机甲星旅立牌,机甲星旅立牌,机甲星旅立牌
504023Name,,雨夜刃影立牌,雨夜刃影立牌,雨夜刃影立牌,雨夜刃影立牌,雨夜刃影立牌,雨夜刃影立牌,雨夜刃影立牌
504023Text,,雨夜刃影立牌,雨夜刃影立牌,雨夜刃影立牌,雨夜刃影立牌,雨夜刃影立牌,雨夜刃影立牌,雨夜刃影立牌
504024Name,,虚空战歌立牌,虚空战歌立牌,虚空战歌立牌,虚空战歌立牌,虚空战歌立牌,虚空战歌立牌,虚空战歌立牌
504024Text,,虚空战歌立牌,虚空战歌立牌,虚空战歌立牌,虚空战歌立牌,虚空战歌立牌,虚空战歌立牌,虚空战歌立牌
504025Name,,猫屿午后立牌,猫屿午后立牌,猫屿午后立牌,猫屿午后立牌,猫屿午后立牌,猫屿午后立牌,猫屿午后立牌
504025Text,,猫屿午后立牌,猫屿午后立牌,猫屿午后立牌,猫屿午后立牌,猫屿午后立牌,猫屿午后立牌,猫屿午后立牌
504026Name,,雪落狐踪立牌,雪落狐踪立牌,雪落狐踪立牌,雪落狐踪立牌,雪落狐踪立牌,雪落狐踪立牌,雪落狐踪立牌
504026Text,,雪落狐踪立牌,雪落狐踪立牌,雪落狐踪立牌,雪落狐踪立牌,雪落狐踪立牌,雪落狐踪立牌,雪落狐踪立牌
504027Name,,深海人鱼立牌,深海人鱼立牌,深海人鱼立牌,深海人鱼立牌,深海人鱼立牌,深海人鱼立牌,深海人鱼立牌
504027Text,,深海人鱼立牌,深海人鱼立牌,深海人鱼立牌,深海人鱼立牌,深海人鱼立牌,深海人鱼立牌,深海人鱼立牌
504028Name,,林间萤火立牌,林间萤火立牌,林间萤火立牌,林间萤火立牌,林间萤火立牌,林间萤火立牌,林间萤火立牌
504028Text,,林间萤火立牌,林间萤火立牌,林间萤火立牌,林间萤火立牌,林间萤火立牌,林间萤火立牌,林间萤火立牌
504029Name,,浅海碎浪立牌,浅海碎浪立牌,浅海碎浪立牌,浅海碎浪立牌,浅海碎浪立牌,浅海碎浪立牌,浅海碎浪立牌
504029Text,,浅海碎浪立牌,浅海碎浪立牌,浅海碎浪立牌,浅海碎浪立牌,浅海碎浪立牌,浅海碎浪立牌,浅海碎浪立牌
505000Name,,星野休憩明信片,星野休憩明信片,星野休憩明信片,星野休憩明信片,星野休憩明信片,星野休憩明信片,星野休憩明信片
505000Text,,星野休憩明信片,星野休憩明信片,星野休憩明信片,星野休憩明信片,星野休憩明信片,星野休憩明信片,星野休憩明信片
505001Name,,晚风橘绘明信片,晚风橘绘明信片,晚风橘绘明信片,晚风橘绘明信片,晚风橘绘明信片,晚风橘绘明信片,晚风橘绘明信片
505001Text,,晚风橘绘明信片,晚风橘绘明信片,晚风橘绘明信片,晚风橘绘明信片,晚风橘绘明信片,晚风橘绘明信片,晚风橘绘明信片
505002Name,,窗边白笺明信片,窗边白笺明信片,窗边白笺明信片,窗边白笺明信片,窗边白笺明信片,窗边白笺明信片,窗边白笺明信片
505002Text,,窗边白笺明信片,窗边白笺明信片,窗边白笺明信片,窗边白笺明信片,窗边白笺明信片,窗边白笺明信片,窗边白笺明信片
505003Name,,青空信约明信片,青空信约明信片,青空信约明信片,青空信约明信片,青空信约明信片,青空信约明信片,青空信约明信片
