Key,Id,Chinese (Simplified)(zh-CN),Chinese (Traditional)(zh-TW),English(en),Japanese (Japan)(ja-JP),Korean(ko),Thai(th),Vietnamese(vi)
200000210003Name,,星野休憩毯子,星野休憩毯子,星野休憩毯子,星野休憩毯子,星野休憩毯子,星野休憩毯子,星野休憩毯子
200000210003Text,,星野休憩毯子,星野休憩毯子,星野休憩毯子,星野休憩毯子,星野休憩毯子,星野休憩毯子,星野休憩毯子
200001210003Name,,晚风橘绘毯子,晚风橘绘毯子,晚风橘绘毯子,晚风橘绘毯子,晚风橘绘毯子,晚风橘绘毯子,晚风橘绘毯子
200001210003Text,,晚风橘绘毯子,晚风橘绘毯子,晚风橘绘毯子,晚风橘绘毯子,晚风橘绘毯子,晚风橘绘毯子,晚风橘绘毯子
200002210003Name,,窗边白笺毯子,窗边白笺毯子,窗边白笺毯子,窗边白笺毯子,窗边白笺毯子,窗边白笺毯子,窗边白笺毯子
200002210003Text,,窗边白笺毯子,窗边白笺毯子,窗边白笺毯子,窗边白笺毯子,窗边白笺毯子,窗边白笺毯子,窗边白笺毯子
200003210003Name,,青空信约毯子,青空信约毯子,青空信约毯子,青空信约毯子,青空信约毯子,青空信约毯子,青空信约毯子
200003210003Text,,青空信约毯子,青空信约毯子,青空信约毯子,青空信约毯子,青空信约毯子,青空信约毯子,青空信约毯子
200004210003Name,,樱花私语毯子,樱花私语毯子,樱花私语毯子,樱花私语毯子,樱花私语毯子,樱花私语毯子,樱花私语毯子
200004210003Text,,樱花私语毯子,樱花私语毯子,樱花私语毯子,樱花私语毯子,樱花私语毯子,樱花私语毯子,樱花私语毯子
200005210003Name,,星轨魔导毯子,星轨魔导毯子,星轨魔导毯子,星轨魔导毯子,星轨魔导毯子,星轨魔导毯子,星轨魔导毯子
200005210003Text,,星轨魔导毯子,星轨魔导毯子,星轨魔导毯子,星轨魔导毯子,星轨魔导毯子,星轨魔导毯子,星轨魔导毯子
200006210003Name,,雾境魔女毯子,雾境魔女毯子,雾境魔女毯子,雾境魔女毯子,雾境魔女毯子,雾境魔女毯子,雾境魔女毯子
200006210003Text,,雾境魔女毯子,雾境魔女毯子,雾境魔女毯子,雾境魔女毯子,雾境魔女毯子,雾境魔女毯子,雾境魔女毯子
200007210003Name,,月光咒印毯子,月光咒印毯子,月光咒印毯子,月光咒印毯子,月光咒印毯子,月光咒印毯子,月光咒印毯子
200007210003Text,,月光咒印毯子,月光咒印毯子,月光咒印毯子,月光咒印毯子,月光咒印毯子,月光咒印毯子,月光咒印毯子
200008210003Name,,冰晶灵使毯子,冰晶灵使毯子,冰晶灵使毯子,冰晶灵使毯子,冰晶灵使毯子,冰晶灵使毯子,冰晶灵使毯子
200008210003Text,,冰晶灵使毯子,冰晶灵使毯子,冰晶灵使毯子,冰晶灵使毯子,冰晶灵使毯子,冰晶灵使毯子,冰晶灵使毯子
200009210003Name,,云间神谕毯子,云间神谕毯子,云间神谕毯子,云间神谕毯子,云间神谕毯子,云间神谕毯子,云间神谕毯子
200009210003Text,,云间神谕毯子,云间神谕毯子,云间神谕毯子,云间神谕毯子,云间神谕毯子,云间神谕毯子,云间神谕毯子
200010210003Name,,课间碎光毯子,课间碎光毯子,课间碎光毯子,课间碎光毯子,课间碎光毯子,课间碎光毯子,课间碎光毯子
200010210003Text,,课间碎光毯子,课间碎光毯子,课间碎光毯子,课间碎光毯子,课间碎光毯子,课间碎光毯子,课间碎光毯子
200011210003Name,,校服晚风毯子,校服晚风毯子,校服晚风毯子,校服晚风毯子,校服晚风毯子,校服晚风毯子,校服晚风毯子
200011210003Text,,校服晚风毯子,校服晚风毯子,校服晚风毯子,校服晚风毯子,校服晚风毯子,校服晚风毯子,校服晚风毯子
200012210003Name,,操场落日毯子,操场落日毯子,操场落日毯子,操场落日毯子,操场落日毯子,操场落日毯子,操场落日毯子
200012210003Text,,操场落日毯子,操场落日毯子,操场落日毯子,操场落日毯子,操场落日毯子,操场落日毯子,操场落日毯子
200013210003Name,,图书馆秘思毯子,图书馆秘思毯子,图书馆秘思毯子,图书馆秘思毯子,图书馆秘思毯子,图书馆秘思毯子,图书馆秘思毯子
200013210003Text,,图书馆秘思毯子,图书馆秘思毯子,图书馆秘思毯子,图书馆秘思毯子,图书馆秘思毯子,图书馆秘思毯子,图书馆秘思毯子
200014210003Name,,天台告白毯子,天台告白毯子,天台告白毯子,天台告白毯子,天台告白毯子,天台告白毯子,天台告白毯子
200014210003Text,,天台告白毯子,天台告白毯子,天台告白毯子,天台告白毯子,天台告白毯子,天台告白毯子,天台告白毯子
200015210003Name,,月下青衫毯子,月下青衫毯子,月下青衫毯子,月下青衫毯子,月下青衫毯子,月下青衫毯子,月下青衫毯子
200015210003Text,,月下青衫毯子,月下青衫毯子,月下青衫毯子,月下青衫毯子,月下青衫毯子,月下青衫毯子,月下青衫毯子
200016210003Name,,桃枝执扇毯子,桃枝执扇毯子,桃枝执扇毯子,桃枝执扇毯子,桃枝执扇毯子,桃枝执扇毯子,桃枝执扇毯子
200016210003Text,,桃枝执扇毯子,桃枝执扇毯子,桃枝执扇毯子,桃枝执扇毯子,桃枝执扇毯子,桃枝执扇毯子,桃枝执扇毯子
200017210003Name,,山河辞赋毯子,山河辞赋毯子,山河辞赋毯子,山河辞赋毯子,山河辞赋毯子,山河辞赋毯子,山河辞赋毯子
200017210003Text,,山河辞赋毯子,山河辞赋毯子,山河辞赋毯子,山河辞赋毯子,山河辞赋毯子,山河辞赋毯子,山河辞赋毯子
200018210003Name,,云袖清欢毯子,云袖清欢毯子,云袖清欢毯子,云袖清欢毯子,云袖清欢毯子,云袖清欢毯子,云袖清欢毯子
200018210003Text,,云袖清欢毯子,云袖清欢毯子,云袖清欢毯子,云袖清欢毯子,云袖清欢毯子,云袖清欢毯子,云袖清欢毯子
200019210003Name,,灯影红笺毯子,灯影红笺毯子,灯影红笺毯子,灯影红笺毯子,灯影红笺毯子,灯影红笺毯子,灯影红笺毯子
200019210003Text,,灯影红笺毯子,灯影红笺毯子,灯影红笺毯子,灯影红笺毯子,灯影红笺毯子,灯影红笺毯子,灯影红笺毯子
200020210003Name,,霓虹战姬毯子,霓虹战姬毯子,霓虹战姬毯子,霓虹战姬毯子,霓虹战姬毯子,霓虹战姬毯子,霓虹战姬毯子
200020210003Text,,霓虹战姬毯子,霓虹战姬毯子,霓虹战姬毯子,霓虹战姬毯子,霓虹战姬毯子,霓虹战姬毯子,霓虹战姬毯子
200021210003Name,,深空巡卫毯子,深空巡卫毯子,深空巡卫毯子,深空巡卫毯子,深空巡卫毯子,深空巡卫毯子,深空巡卫毯子
200021210003Text,,深空巡卫毯子,深空巡卫毯子,深空巡卫毯子,深空巡卫毯子,深空巡卫毯子,深空巡卫毯子,深空巡卫毯子
200022210003Name,,机甲星旅毯子,机甲星旅毯子,机甲星旅毯子,机甲星旅毯子,机甲星旅毯子,机甲星旅毯子,机甲星旅毯子
200022210003Text,,机甲星旅毯子,机甲星旅毯子,机甲星旅毯子,机甲星旅毯子,机甲星旅毯子,机甲星旅毯子,机甲星旅毯子
200023210003Name,,雨夜刃影毯子,雨夜刃影毯子,雨夜刃影毯子,雨夜刃影毯子,雨夜刃影毯子,雨夜刃影毯子,雨夜刃影毯子
200023210003Text,,雨夜刃影毯子,雨夜刃影毯子,雨夜刃影毯子,雨夜刃影毯子,雨夜刃影毯子,雨夜刃影毯子,雨夜刃影毯子
200024210003Name,,虚空战歌毯子,虚空战歌毯子,虚空战歌毯子,虚空战歌毯子,虚空战歌毯子,虚空战歌毯子,虚空战歌毯子
200024210003Text,,虚空战歌毯子,虚空战歌毯子,虚空战歌毯子,虚空战歌毯子,虚空战歌毯子,虚空战歌毯子,虚空战歌毯子
200025210003Name,,猫屿午后毯子,猫屿午后毯子,猫屿午后毯子,猫屿午后毯子,猫屿午后毯子,猫屿午后毯子,猫屿午后毯子
200025210003Text,,猫屿午后毯子,猫屿午后毯子,猫屿午后毯子,猫屿午后毯子,猫屿午后毯子,猫屿午后毯子,猫屿午后毯子
200026210003Name,,雪落狐踪毯子,雪落狐踪毯子,雪落狐踪毯子,雪落狐踪毯子,雪落狐踪毯子,雪落狐踪毯子,雪落狐踪毯子
200026210003Text,,雪落狐踪毯子,雪落狐踪毯子,雪落狐踪毯子,雪落狐踪毯子,雪落狐踪毯子,雪落狐踪毯子,雪落狐踪毯子
200027210003Name,,深海人鱼毯子,深海人鱼毯子,深海人鱼毯子,深海人鱼毯子,深海人鱼毯子,深海人鱼毯子,深海人鱼毯子
200027210003Text,,深海人鱼毯子,深海人鱼毯子,深海人鱼毯子,深海人鱼毯子,深海人鱼毯子,深海人鱼毯子,深海人鱼毯子
200028210003Name,,林间萤火毯子,林间萤火毯子,林间萤火毯子,林间萤火毯子,林间萤火毯子,林间萤火毯子,林间萤火毯子
200028210003Text,,林间萤火毯子,林间萤火毯子,林间萤火毯子,林间萤火毯子,林间萤火毯子,林间萤火毯子,林间萤火毯子
200029210003Name,,浅海碎浪毯子,浅海碎浪毯子,浅海碎浪毯子,浅海碎浪毯子,浅海碎浪毯子,浅海碎浪毯子,浅海碎浪毯子
200029210003Text,,浅海碎浪毯子,浅海碎浪毯子,浅海碎浪毯子,浅海碎浪毯子,浅海碎浪毯子,浅海碎浪毯子,浅海碎浪毯子
200000210004Name,,星野休憩立牌,星野休憩立牌,星野休憩立牌,星野休憩立牌,星野休憩立牌,星野休憩立牌,星野休憩立牌
200000210004Text,,星野休憩立牌,星野休憩立牌,星野休憩立牌,星野休憩立牌,星野休憩立牌,星野休憩立牌,星野休憩立牌
200001210004Name,,晚风橘绘立牌,晚风橘绘立牌,晚风橘绘立牌,晚风橘绘立牌,晚风橘绘立牌,晚风橘绘立牌,晚风橘绘立牌
200001210004Text,,晚风橘绘立牌,晚风橘绘立牌,晚风橘绘立牌,晚风橘绘立牌,晚风橘绘立牌,晚风橘绘立牌,晚风橘绘立牌
200002210004Name,,窗边白笺立牌,窗边白笺立牌,窗边白笺立牌,窗边白笺立牌,窗边白笺立牌,窗边白笺立牌,窗边白笺立牌
200002210004Text,,窗边白笺立牌,窗边白笺立牌,窗边白笺立牌,窗边白笺立牌,窗边白笺立牌,窗边白笺立牌,窗边白笺立牌
200003210004Name,,青空信约立牌,青空信约立牌,青空信约立牌,青空信约立牌,青空信约立牌,青空信约立牌,青空信约立牌
200003210004Text,,青空信约立牌,青空信约立牌,青空信约立牌,青空信约立牌,青空信约立牌,青空信约立牌,青空信约立牌
200004210004Name,,樱花私语立牌,樱花私语立牌,樱花私语立牌,樱花私语立牌,樱花私语立牌,樱花私语立牌,樱花私语立牌
200004210004Text,,樱花私语立牌,樱花私语立牌,樱花私语立牌,樱花私语立牌,樱花私语立牌,樱花私语立牌,樱花私语立牌
200005210004Name,,星轨魔导立牌,星轨魔导立牌,星轨魔导立牌,星轨魔导立牌,星轨魔导立牌,星轨魔导立牌,星轨魔导立牌
200005210004Text,,星轨魔导立牌,星轨魔导立牌,星轨魔导立牌,星轨魔导立牌,星轨魔导立牌,星轨魔导立牌,星轨魔导立牌
200006210004Name,,雾境魔女立牌,雾境魔女立牌,雾境魔女立牌,雾境魔女立牌,雾境魔女立牌,雾境魔女立牌,雾境魔女立牌
200006210004Text,,雾境魔女立牌,雾境魔女立牌,雾境魔女立牌,雾境魔女立牌,雾境魔女立牌,雾境魔女立牌,雾境魔女立牌
200007210004Name,,月光咒印立牌,月光咒印立牌,月光咒印立牌,月光咒印立牌,月光咒印立牌,月光咒印立牌,月光咒印立牌
200007210004Text,,月光咒印立牌,月光咒印立牌,月光咒印立牌,月光咒印立牌,月光咒印立牌,月光咒印立牌,月光咒印立牌
200008210004Name,,冰晶灵使立牌,冰晶灵使立牌,冰晶灵使立牌,冰晶灵使立牌,冰晶灵使立牌,冰晶灵使立牌,冰晶灵使立牌
200008210004Text,,冰晶灵使立牌,冰晶灵使立牌,冰晶灵使立牌,冰晶灵使立牌,冰晶灵使立牌,冰晶灵使立牌,冰晶灵使立牌
200009210004Name,,云间神谕立牌,云间神谕立牌,云间神谕立牌,云间神谕立牌,云间神谕立牌,云间神谕立牌,云间神谕立牌
200009210004Text,,云间神谕立牌,云间神谕立牌,云间神谕立牌,云间神谕立牌,云间神谕立牌,云间神谕立牌,云间神谕立牌
200010210004Name,,课间碎光立牌,课间碎光立牌,课间碎光立牌,课间碎光立牌,课间碎光立牌,课间碎光立牌,课间碎光立牌
200010210004Text,,课间碎光立牌,课间碎光立牌,课间碎光立牌,课间碎光立牌,课间碎光立牌,课间碎光立牌,课间碎光立牌
200011210004Name,,校服晚风立牌,校服晚风立牌,校服晚风立牌,校服晚风立牌,校服晚风立牌,校服晚风立牌,校服晚风立牌
200011210004Text,,校服晚风立牌,校服晚风立牌,校服晚风立牌,校服晚风立牌,校服晚风立牌,校服晚风立牌,校服晚风立牌
200012210004Name,,操场落日立牌,操场落日立牌,操场落日立牌,操场落日立牌,操场落日立牌,操场落日立牌,操场落日立牌
200012210004Text,,操场落日立牌,操场落日立牌,操场落日立牌,操场落日立牌,操场落日立牌,操场落日立牌,操场落日立牌
200013210004Name,,图书馆秘思立牌,图书馆秘思立牌,图书馆秘思立牌,图书馆秘思立牌,图书馆秘思立牌,图书馆秘思立牌,图书馆秘思立牌
200013210004Text,,图书馆秘思立牌,图书馆秘思立牌,图书馆秘思立牌,图书馆秘思立牌,图书馆秘思立牌,图书馆秘思立牌,图书馆秘思立牌
200014210004Name,,天台告白立牌,天台告白立牌,天台告白立牌,天台告白立牌,天台告白立牌,天台告白立牌,天台告白立牌
200014210004Text,,天台告白立牌,天台告白立牌,天台告白立牌,天台告白立牌,天台告白立牌,天台告白立牌,天台告白立牌
200015210004Name,,月下青衫立牌,月下青衫立牌,月下青衫立牌,月下青衫立牌,月下青衫立牌,月下青衫立牌,月下青衫立牌
200015210004Text,,月下青衫立牌,月下青衫立牌,月下青衫立牌,月下青衫立牌,月下青衫立牌,月下青衫立牌,月下青衫立牌
200016210004Name,,桃枝执扇立牌,桃枝执扇立牌,桃枝执扇立牌,桃枝执扇立牌,桃枝执扇立牌,桃枝执扇立牌,桃枝执扇立牌
200016210004Text,,桃枝执扇立牌,桃枝执扇立牌,桃枝执扇立牌,桃枝执扇立牌,桃枝执扇立牌,桃枝执扇立牌,桃枝执扇立牌
200017210004Name,,山河辞赋立牌,山河辞赋立牌,山河辞赋立牌,山河辞赋立牌,山河辞赋立牌,山河辞赋立牌,山河辞赋立牌
200017210004Text,,山河辞赋立牌,山河辞赋立牌,山河辞赋立牌,山河辞赋立牌,山河辞赋立牌,山河辞赋立牌,山河辞赋立牌
200018210004Name,,云袖清欢立牌,云袖清欢立牌,云袖清欢立牌,云袖清欢立牌,云袖清欢立牌,云袖清欢立牌,云袖清欢立牌
200018210004Text,,云袖清欢立牌,云袖清欢立牌,云袖清欢立牌,云袖清欢立牌,云袖清欢立牌,云袖清欢立牌,云袖清欢立牌
200019210004Name,,灯影红笺立牌,灯影红笺立牌,灯影红笺立牌,灯影红笺立牌,灯影红笺立牌,灯影红笺立牌,灯影红笺立牌
200019210004Text,,灯影红笺立牌,灯影红笺立牌,灯影红笺立牌,灯影红笺立牌,灯影红笺立牌,灯影红笺立牌,灯影红笺立牌
200020210004Name,,霓虹战姬立牌,霓虹战姬立牌,霓虹战姬立牌,霓虹战姬立牌,霓虹战姬立牌,霓虹战姬立牌,霓虹战姬立牌
200020210004Text,,霓虹战姬立牌,霓虹战姬立牌,霓虹战姬立牌,霓虹战姬立牌,霓虹战姬立牌,霓虹战姬立牌,霓虹战姬立牌
200021210004Name,,深空巡卫立牌,深空巡卫立牌,深空巡卫立牌,深空巡卫立牌,深空巡卫立牌,深空巡卫立牌,深空巡卫立牌
200021210004Text,,深空巡卫立牌,深空巡卫立牌,深空巡卫立牌,深空巡卫立牌,深空巡卫立牌,深空巡卫立牌,深空巡卫立牌
200022210004Name,,机甲星旅立牌,机甲星旅立牌,机甲星旅立牌,机甲星旅立牌,机甲星旅立牌,机甲星旅立牌,机甲星旅立牌
200022210004Text,,机甲星旅立牌,机甲星旅立牌,机甲星旅立牌,机甲星旅立牌,机甲星旅立牌,机甲星旅立牌,机甲星旅立牌
200023210004Name,,雨夜刃影立牌,雨夜刃影立牌,雨夜刃影立牌,雨夜刃影立牌,雨夜刃影立牌,雨夜刃影立牌,雨夜刃影立牌
200023210004Text,,雨夜刃影立牌,雨夜刃影立牌,雨夜刃影立牌,雨夜刃影立牌,雨夜刃影立牌,雨夜刃影立牌,雨夜刃影立牌
200024210004Name,,虚空战歌立牌,虚空战歌立牌,虚空战歌立牌,虚空战歌立牌,虚空战歌立牌,虚空战歌立牌,虚空战歌立牌
200024210004Text,,虚空战歌立牌,虚空战歌立牌,虚空战歌立牌,虚空战歌立牌,虚空战歌立牌,虚空战歌立牌,虚空战歌立牌
200025210004Name,,猫屿午后立牌,猫屿午后立牌,猫屿午后立牌,猫屿午后立牌,猫屿午后立牌,猫屿午后立牌,猫屿午后立牌
200025210004Text,,猫屿午后立牌,猫屿午后立牌,猫屿午后立牌,猫屿午后立牌,猫屿午后立牌,猫屿午后立牌,猫屿午后立牌
200026210004Name,,雪落狐踪立牌,雪落狐踪立牌,雪落狐踪立牌,雪落狐踪立牌,雪落狐踪立牌,雪落狐踪立牌,雪落狐踪立牌
200026210004Text,,雪落狐踪立牌,雪落狐踪立牌,雪落狐踪立牌,雪落狐踪立牌,雪落狐踪立牌,雪落狐踪立牌,雪落狐踪立牌
200027210004Name,,深海人鱼立牌,深海人鱼立牌,深海人鱼立牌,深海人鱼立牌,深海人鱼立牌,深海人鱼立牌,深海人鱼立牌
200027210004Text,,深海人鱼立牌,深海人鱼立牌,深海人鱼立牌,深海人鱼立牌,深海人鱼立牌,深海人鱼立牌,深海人鱼立牌
